datetime,tweet,label,Text_cleansing,Text_slang,Text_stopword,Text_stemming,tokens
6/24/2022 16:00,ga jelas anjritt apa hubungannya sm pedulilindungi https://t.co/z8nhq07foV,-1,ga jelas anjritt apa hubungannya sm pedulilindungi ,tidak jelas anjritt apa hubungannya sama pedulilindungi,anjritt hubungannya pedulilindungi,anjritt hubung pedulilindungi,"['anjritt', 'hubung', 'pedulilindungi']"
6/24/2022 15:58,"Ramalan Asmara Zodiak Sagitarius Sabtu 25 Juni 2022, Kehidupan Cinta Kamu Melalui Mantra Kering dan Berdebu
Maria Andre Taulany Tiara Andini Kapolsek PeduliLindungi widi Iwan Fals Israel Raffi Ahmad Yuki Rizky Febian Italy  #Polygon SMPN 1
https://t.co/tn1ahi5O2C",0,ramalan asmara zodiak sagitarius sabtu    juni       kehidupan cinta kamu melalui mantra kering dan berdebu maria andre taulany tiara andini kapolsek pedulilindungi widi iwan fals israel raffi ahmad yuki rizky febian italy  polygon smpn   ,ramalan asmara zodiak sagitarius sabtu juni kehidupan cinta kamu melalui mantra kering dan berdebu maria andre taulany tiara andini kapolsek pedulilindungi widi iwan fals israel raffi ahmad yuki rizky febian italy polygon smpn,ramalan asmara zodiak sagitarius sabtu juni kehidupan cinta mantra kering berdebu maria andre taulany tiara andini kapolsek pedulilindungi widi iwan fals israel raffi ahmad yuki rizky febian italy polygon smpn,ramal asmara zodiak sagitarius sabtu juni hidup cinta mantra kering debu maria andre taulany tiara andini kapolsek pedulilindungi widi iwan fals israel raffi ahmad yuk rizky febian italy polygon smpn,"['ramal', 'asmara', 'zodiak', 'sagitarius', 'sabtu', 'juni', 'hidup', 'cinta', 'mantra', 'kering', 'debu', 'maria', 'andre', 'taulany', 'tiara', 'andini', 'kapolsek', 'pedulilindungi', 'widi', 'iwan', 'fals', 'israel', 'raffi', 'ahmad', 'yuk', 'rizky', 'febian', 'italy', 'polygon', 'smpn']"
6/24/2022 15:55,"Luhut Akan Tetapkan Aturan Baru, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/7wDRvfLa6X",0,luhut akan tetapkan aturan baru  beli migor curah wajib pakai nik dan pedulilindungi ,luhut akan tetapkan aturan baru beli minyak goreng curah wajib pakai nomor induk kependudukan dan pedulilindungi,luhut tetapkan aturan beli minyak goreng curah wajib pakai nomor induk kependudukan pedulilindungi,luhut tetap atur beli minyak goreng curah wajib pakai nomor induk duduk pedulilindungi,"['luhut', 'tetap', 'atur', 'beli', 'minyak', 'goreng', 'curah', 'wajib', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi']"
6/24/2022 15:54,@PRFMnews Modol d toilet terminal pake pedulilindungi juga zim?,0, modol d toilet terminal pake pedulilindungi juga zim ,modol di toilet terminal pakai pedulilindungi juga zim,modol toilet terminal pakai pedulilindungi zim,modol toilet terminal pakai pedulilindungi zim,"['modol', 'toilet', 'terminal', 'pakai', 'pedulilindungi', 'zim']"
6/24/2022 15:53,Sekalian aja harus menunjukkan stempel dibokong...😡 https://t.co/a2kt9WiNC3,-1,sekalian aja harus menunjukkan stempel dibokong   ,sekalian saja harus menunjukkan stempel dibokong,stempel dibokong,stempel bokong,"['stempel', 'bokong']"
6/24/2022 15:52,"apa hubungannya aplikasi ini ama migor? wkwk

tag Holywings Kapolsek #HBSBongkarKasusKM50 PeduliLindungi Israel https://t.co/UGwtkK64ab",-1,apa hubungannya aplikasi ini ama migor  wkwk  tag holywings kapolsek hbsbongkarkasuskm   pedulilindungi israel ,apa hubungannya aplikasi ini sama minyak goreng wkwk tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,hubungannya aplikasi minyak goreng wkwk tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,hubung aplikasi minyak goreng wkwk tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,"['hubung', 'aplikasi', 'minyak', 'goreng', 'wkwk', 'tag', 'holywings', 'kapolsek', 'hbsbongkarkasuskm', 'pedulilindungi', 'israel']"
6/24/2022 15:52,"Kata sedang tren  : PeduliLindungi 

Tentang minyak goreng ??? 🤔",0,kata sedang tren    pedulilindungi   tentang minyak goreng    ,kata sedang tren pedulilindungi tentang minyak goreng,tren pedulilindungi minyak goreng,tren pedulilindungi minyak goreng,"['tren', 'pedulilindungi', 'minyak', 'goreng']"
6/24/2022 15:51,"negara kalah lawan :
LGBT
LONTE
MAFIA MIGOR

tag Holywings Kapolsek #HBSBongkarKasusKM50 PeduliLindungi Israel https://t.co/pN3WKDPduQ",-1,negara kalah lawan   lgbt lonte mafia migor  tag holywings kapolsek hbsbongkarkasuskm   pedulilindungi israel ,negara kalah lawan lgbt lonte mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,negara kalah lawan lgbt lonte mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,negara kalah lawan lgbt lonte mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,"['negara', 'kalah', 'lawan', 'lgbt', 'lonte', 'mafia', 'minyak', 'goreng', 'tag', 'holywings', 'kapolsek', 'hbsbongkarkasuskm', 'pedulilindungi', 'israel']"
6/24/2022 15:50,@CNNIndonesia Masabodoh...dgn beli minyak goreng pake peduli lindungi. Emang bapak dpat royalti dri app pedulilindungi Yach?? lumayan jg 200jt penduduk Indonesia klu sekali akses dapat 1$USD x 10 megabytes x 200jt penduduk =???? dkali lagi 4x/Bln. Luar biasa!!!! kami masyarakat ga BODOH,-1, masabodoh  dgn beli minyak goreng pake peduli lindungi  emang bapak dpat royalti dri app pedulilindungi yach   lumayan jg    jt penduduk indonesia klu sekali akses dapat   usd x    megabytes x    jt penduduk     dkali lagi  x bln  luar biasa   kami masyarakat ga bodoh,masabodoh dengan beli minyak goreng pakai peduli lindungi emang bapak dpat royalti dari aplikasi pedulilindungi yach lumayan juga jt penduduk indonesia kalau sekali akses dapat usd x megabytes x jt penduduk dkali lagi x bln luar biasa kami masyarakat tidak bodoh,masabodoh beli minyak goreng pakai peduli lindungi emang dpat royalti aplikasi pedulilindungi yach lumayan jt penduduk indonesia akses usd x megabytes x jt penduduk dkali x bln masyarakat bodoh,masabodoh beli minyak goreng pakai peduli lindung emang dpat royalti aplikasi pedulilindungi yach lumayan jt duduk indonesia akses usd x megabytes x jt duduk dkali x bln masyarakat bodoh,"['masabodoh', 'beli', 'minyak', 'goreng', 'pakai', 'peduli', 'lindung', 'emang', 'dpat', 'royalti', 'aplikasi', 'pedulilindungi', 'yach', 'lumayan', 'jt', 'duduk', 'indonesia', 'akses', 'usd', 'x', 'megabytes', 'x', 'jt', 'duduk', 'dkali', 'x', 'bln', 'masyarakat', 'bodoh']"
6/24/2022 15:49,"negara kalah lawan mafia migor!

tag Holywings Kapolsek #HBSBongkarKasusKM50 PeduliLindungi Israel https://t.co/2esarSCPxe",-1,negara kalah lawan mafia migor   tag holywings kapolsek hbsbongkarkasuskm   pedulilindungi israel ,negara kalah lawan mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,negara kalah lawan mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,negara kalah lawan mafia minyak goreng tag holywings kapolsek hbsbongkarkasuskm pedulilindungi israel,"['negara', 'kalah', 'lawan', 'mafia', 'minyak', 'goreng', 'tag', 'holywings', 'kapolsek', 'hbsbongkarkasuskm', 'pedulilindungi', 'israel']"
6/24/2022 15:45,Aplikasi #PeduliLindungi berfungsi cuma untuk masuk mall 😳,0,aplikasi pedulilindungi berfungsi cuma untuk masuk mall ,aplikasi pedulilindungi berfungsi cuma untuk masuk mall,aplikasi pedulilindungi berfungsi masuk mall,aplikasi pedulilindungi fungsi masuk mall,"['aplikasi', 'pedulilindungi', 'fungsi', 'masuk', 'mall']"
6/24/2022 15:45,"Andre Taulany Rizky Febian Yuki Holywings SMPN 1 PeduliLindungi Keramat 2 Tiara Andini Maria

#PSISDAY

https://t.co/PwhdhWJ6yE",0,andre taulany rizky febian yuki holywings smpn   pedulilindungi keramat   tiara andini maria  psisday  ,andre taulany rizky febian yuki holywings smpn pedulilindungi keramat tiara andini maria psisday,andre taulany rizky febian yuki holywings smpn pedulilindungi keramat tiara andini maria psisday,andre taulany rizky febian yuk holywings smpn pedulilindungi keramat tiara andini maria psisday,"['andre', 'taulany', 'rizky', 'febian', 'yuk', 'holywings', 'smpn', 'pedulilindungi', 'keramat', 'tiara', 'andini', 'maria', 'psisday']"
6/24/2022 15:45,@PartaiSocmed Beli migor kok wajib pake NIK dan pedulilindungi apa gak ada yg lebih lucu Mr. Luhut?,-1, beli migor kok wajib pake nik dan pedulilindungi apa gak ada yg lebih lucu mr  luhut ,beli minyak goreng kok wajib pakai nomor induk kependudukan dan pedulilindungi apa tidak ada yang lebih lucu mr luhut,beli minyak goreng wajib pakai nomor induk kependudukan pedulilindungi lucu mr luhut,beli minyak goreng wajib pakai nomor induk duduk pedulilindungi lucu mr luhut,"['beli', 'minyak', 'goreng', 'wajib', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi', 'lucu', 'mr', 'luhut']"
6/24/2022 15:39,Beli Migor Pakai PeduliLindungi Pengamat Tidak Akan Optimal https://t.co/GPVFxGxZRT #sariagri #pertanian,-1,beli migor pakai pedulilindungi pengamat tidak akan optimal  sariagri pertanian,beli minyak goreng pakai pedulilindungi pengamat tidak akan optimal sariagri pertanian,beli minyak goreng pakai pedulilindungi pengamat optimal sariagri pertanian,beli minyak goreng pakai pedulilindungi amat optimal sariagri tani,"['beli', 'minyak', 'goreng', 'pakai', 'pedulilindungi', 'amat', 'optimal', 'sariagri', 'tani']"
6/24/2022 15:39,"Gabisa diungkapkan dgn kata2 !!!
🙆‍♂️🙋‍♂️🙆
https://t.co/cqSbHu40Pq",-1,gabisa diungkapkan dgn kata      ,tidak bisa diungkapkan dengan kata,tidak bisa diungkapkan dengan kata,tidak bisa ungkap dengan kata,"['tidak', 'bisa', 'ungkap', 'dengan', 'kata']"
6/24/2022 15:38,"lord bertingkah, pak presiden jadi pahlawan lagi. 

pedulilindungi minyak goreng",-1,lord bertingkah  pak presiden jadi pahlawan lagi    pedulilindungi minyak goreng,lord bertingkah pak presiden jadi pahlawan lagi pedulilindungi minyak goreng,lord bertingkah presiden pahlawan pedulilindungi minyak goreng,lord ting presiden pahlawan pedulilindungi minyak goreng,"['lord', 'ting', 'presiden', 'pahlawan', 'pedulilindungi', 'minyak', 'goreng']"
6/24/2022 15:36,"@modejuang @ariarjiwinata02 beli migor pakai pedulilindungi kata lord
mentri segala bidang. https://t.co/SpWEHJRjTJ",-1,  beli migor pakai pedulilindungi kata lord mentri segala bidang  ,beli minyak goreng pakai pedulilindungi kata lord mentri segala bidang,beli minyak goreng pakai pedulilindungi lord mentri bidang,beli minyak goreng pakai pedulilindungi lord tri bidang,"['beli', 'minyak', 'goreng', 'pakai', 'pedulilindungi', 'lord', 'tri', 'bidang']"
6/24/2022 15:35,"Joos kayaknya ini beli migor curah wajib pakai NIK dan pedulilindungi

Kl boleh usul ntuh syaratnya
Di tambahin
Wajib bawa kartu BPJS
AKTE KELAHIRAN
BUKU NIKAH
SIM 
STNK https://t.co/ekRZQrAXbP",-1,joos kayaknya ini beli migor curah wajib pakai nik dan pedulilindungi  kl boleh usul ntuh syaratnya di tambahin wajib bawa kartu bpjs akte kelahiran buku nikah sim  stnk ,joos kayaknya ini beli minyak goreng curah wajib pakai nomor induk kependudukan dan pedulilindungi kalau boleh usul ntuh syaratnya di tambahin wajib bawa kartu badan penyelenggara jaminan sosial akte kelahiran buku nikah sim surat tanda nomor kendaraan,joos kayaknya beli minyak goreng curah wajib pakai nomor induk kependudukan pedulilindungi usul ntuh syaratnya tambahin wajib bawa kartu badan penyelenggara jaminan sosial akte kelahiran buku nikah sim surat tanda nomor kendaraan,joos kayak beli minyak goreng curah wajib pakai nomor induk duduk pedulilindungi usul ntuh syarat tambahin wajib bawa kartu badan selenggara jamin sosial akte lahir buku nikah sim surat tanda nomor kendara,"['joos', 'kayak', 'beli', 'minyak', 'goreng', 'curah', 'wajib', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi', 'usul', 'ntuh', 'syarat', 'tambahin', 'wajib', 'bawa', 'kartu', 'badan', 'selenggara', 'jamin', 'sosial', 'akte', 'lahir', 'buku', 'nikah', 'sim', 'surat', 'tanda', 'nomor', 'kendara']"
6/24/2022 15:29,"Siapapun Presidennya IKN Harus Lanjut, Jokowi: Ada Back up Undang-undang https://t.co/yt6dIJr0Ld
Covid-19
Jumat 24 Juni 2022
Ada 6.076.894
Meninggal 156.711
Kapolsek
Iwan Fals
My Telkomsel
PeduliLindungi
Jakarta-Bali
Yuki
Italy
Israel
#jokowikejarsetoran
#jokowikejarsetoran",0,siapapun presidennya ikn harus lanjut  jokowi  ada back up undang undang  covid    jumat    juni      ada           meninggal         kapolsek iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel jokowikejarsetoran jokowikejarsetoran,siapapun presidennya ibu kota negara harus lanjut jokowi ada back up undang undang covid jumat juni ada meninggal kapolsek iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel jokowikejarsetoran jokowikejarsetoran,presidennya kota negara jokowi back up undang undang covid jumat juni meninggal kapolsek iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel jokowikejarsetoran jokowikejarsetoran,presiden kota negara jokowi back up undang undang covid jumat juni tinggal kapolsek iwan fals my telkomsel pedulilindungi jakarta bal yuk italy israel jokowikejarsetoran jokowikejarsetoran,"['presiden', 'kota', 'negara', 'jokowi', 'back', 'up', 'undang', 'undang', 'covid', 'jumat', 'juni', 'tinggal', 'kapolsek', 'iwan', 'fals', 'my', 'telkomsel', 'pedulilindungi', 'jakarta', 'bal', 'yuk', 'italy', 'israel', 'jokowikejarsetoran', 'jokowikejarsetoran']"
6/24/2022 15:28,"Jokowi Heran Anggaran Ketahanan Pangan Tak Jelas Hasilnya, Said Didu: Yang Alokasi Dia, yang Awasi Dia, yang Marah Dia Juga! https://t.co/ErG5nmdbJh
Covid-19
Jumat 24 Juni
Ada 6.076.894
Meninggal 156.711
PeduliLindungi
Yuki
#jokowinya1ngibulnyabanyak
#jokowinya1ngibulnyabanyak",-1,jokowi heran anggaran ketahanan pangan tak jelas hasilnya  said didu  yang alokasi dia  yang awasi dia  yang marah dia juga   covid    jumat    juni ada           meninggal         pedulilindungi yuki jokowinya ngibulnyabanyak jokowinya ngibulnyabanyak,jokowi heran anggaran ketahanan pangan tidak jelas hasilnya said didu yang alokasi dia yang awasi dia yang marah dia juga covid jumat juni ada meninggal pedulilindungi yuki jokowinya ngibulnyabanyak jokowinya ngibulnyabanyak,jokowi heran anggaran ketahanan pangan hasilnya said didu alokasi awasi marah covid jumat juni meninggal pedulilindungi yuki jokowinya ngibulnyabanyak jokowinya ngibulnyabanyak,jokowi heran anggar tahan pangan hasil said didu alokasi awas marah covid jumat juni tinggal pedulilindungi yuk jokowinya ngibulnyabanyak jokowinya ngibulnyabanyak,"['jokowi', 'heran', 'anggar', 'tahan', 'pangan', 'hasil', 'said', 'didu', 'alokasi', 'awas', 'marah', 'covid', 'jumat', 'juni', 'tinggal', 'pedulilindungi', 'yuk', 'jokowinya', 'ngibulnyabanyak', 'jokowinya', 'ngibulnyabanyak']"
6/24/2022 15:26,"Urai Sengkarut Migor, Luhut Rancang Pembelian Lewat PeduliLindungi Maksimal 10 Kg per Hari https://t.co/4kH0J9Pxrq",0,urai sengkarut migor  luhut rancang pembelian lewat pedulilindungi maksimal    kg per hari ,urai sengkarut minyak goreng luhut rancang pembelian lewat pedulilindungi maksimal kg per hari,urai sengkarut minyak goreng luhut rancang pembelian pedulilindungi maksimal kg,urai sengkarut minyak goreng luhut rancang beli pedulilindungi maksimal kg,"['urai', 'sengkarut', 'minyak', 'goreng', 'luhut', 'rancang', 'beli', 'pedulilindungi', 'maksimal', 'kg']"
6/24/2022 15:25,"Pakar Psikologi Politik UI Sebut Jokowi Berniat Memperkuat Posisi KIB dengan Memasukkan Zulkifli Hasan ke Kabinet https://t.co/rGZhSy20Vk
Covid-19
Jumat 24 Juni 2022
Ada 6.076.894
Meninggal 156.711
My Telkomsel
PeduliLindungi
Yuki
Italy
#JokowiPerusakBangsa
#JokowiPerusakBangsa",-1,pakar psikologi politik ui sebut jokowi berniat memperkuat posisi kib dengan memasukkan zulkifli hasan ke kabinet  covid    jumat    juni      ada           meninggal         my telkomsel pedulilindungi yuki italy jokowiperusakbangsa jokowiperusakbangsa,pakar psikologi politik ui sebut jokowi berniat memperkuat posisi kib dengan memasukkan zulkifli hasan ke kabinet covid jumat juni ada meninggal my telkomsel pedulilindungi yuki italy jokowiperusakbangsa jokowiperusakbangsa,pakar psikologi politik ui jokowi berniat memperkuat posisi kib memasukkan zulkifli hasan kabinet covid jumat juni meninggal my telkomsel pedulilindungi yuki italy jokowiperusakbangsa jokowiperusakbangsa,pakar psikologi politik ui jokowi niat kuat posisi kib masuk zulkifli hasan kabinet covid jumat juni tinggal my telkomsel pedulilindungi yuk italy jokowiperusakbangsa jokowiperusakbangsa,"['pakar', 'psikologi', 'politik', 'ui', 'jokowi', 'niat', 'kuat', 'posisi', 'kib', 'masuk', 'zulkifli', 'hasan', 'kabinet', 'covid', 'jumat', 'juni', 'tinggal', 'my', 'telkomsel', 'pedulilindungi', 'yuk', 'italy', 'jokowiperusakbangsa', 'jokowiperusakbangsa']"
6/24/2022 15:24,"🤣🤣🤣
Kisah negeri kaya sawit…

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/bNYNFIlmrj",-1, kisah negeri kaya sawit    minggu lagi  beli migor curah wajib pakai nik dan pedulilindungi ,kisah negeri kaya sawit minggu lagi beli minyak goreng curah wajib pakai nomor induk kependudukan dan pedulilindungi,kisah negeri kaya sawit minggu beli minyak goreng curah wajib pakai nomor induk kependudukan pedulilindungi,kisah negeri kaya sawit minggu beli minyak goreng curah wajib pakai nomor induk duduk pedulilindungi,"['kisah', 'negeri', 'kaya', 'sawit', 'minggu', 'beli', 'minyak', 'goreng', 'curah', 'wajib', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi']"
6/24/2022 15:23,"PKS Tantang Jokowi Tegur Projo Usul Perpanjangan Masa Jabatan Presiden 2,5 Periode https://t.co/RiLcpidQAs
Covid-19
Jumat 24 Juni
Ada 6.076.894
Meninggal 156.711
Kapolsek
My Telkomsel
PeduliLindungi
Jakarta-Bali
Yuki
Italy
Israel
#JokowiMatikanDemokrasi
#JokowiMatikanDemokrasi",-1,pks tantang jokowi tegur projo usul perpanjangan masa jabatan presiden     periode  covid    jumat    juni ada           meninggal         kapolsek my telkomsel pedulilindungi jakarta bali yuki italy israel jokowimatikandemokrasi jokowimatikandemokrasi,pks tantang jokowi tegur projo usul perpanjangan masa jabatan presiden periode covid jumat juni ada meninggal kapolsek my telkomsel pedulilindungi jakarta bali yuki italy israel jokowimatikandemokrasi jokowimatikandemokrasi,pks tantang jokowi tegur projo usul perpanjangan jabatan presiden periode covid jumat juni meninggal kapolsek my telkomsel pedulilindungi jakarta bali yuki italy israel jokowimatikandemokrasi jokowimatikandemokrasi,pks tantang jokowi tegur projo usul panjang jabat presiden periode covid jumat juni tinggal kapolsek my telkomsel pedulilindungi jakarta bal yuk italy israel jokowimatikandemokrasi jokowimatikandemokrasi,"['pks', 'tantang', 'jokowi', 'tegur', 'projo', 'usul', 'panjang', 'jabat', 'presiden', 'periode', 'covid', 'jumat', 'juni', 'tinggal', 'kapolsek', 'my', 'telkomsel', 'pedulilindungi', 'jakarta', 'bal', 'yuk', 'italy', 'israel', 'jokowimatikandemokrasi', 'jokowimatikandemokrasi']"
6/24/2022 15:23,"💥 Karpet Bohemian Blanket 💥

✨Rating 5.0
🛒https://t.co/LHcVbTmxti

#WELCOMETENBACKKOREA #AFCCup2022 #MoneyHeistKorea #CutiePieGoToKorea #VNL2022 #LE_SSERAFIM #เตนิว #ออฟกัน
19 rb Tweet
kapolsek
Italy
Andre Taulany
Yuki
Rizky Febian
Maria
PeduliLindungi
SMPN 1
Raffi Ahmad https://t.co/OKoq9ShtE5",0, karpet bohemian blanket   rating       welcometenbackkorea afccup     moneyheistkorea cutiepiegotokorea vnl     le sserafim      rb tweet kapolsek italy andre taulany yuki rizky febian maria pedulilindungi smpn   raffi ahmad ,karpet bohemian blanket rating welcometenbackkorea afccup moneyheistkorea cutiepiegotokorea vnl le sserafim rb tweet kapolsek italy andre taulany yuki rizky febian maria pedulilindungi smpn raffi ahmad,karpet bohemian blanket rating welcometenbackkorea afccup moneyheistkorea cutiepiegotokorea vnl le sserafim rb tweet kapolsek italy andre taulany yuki rizky febian maria pedulilindungi smpn raffi ahmad,karpet bohemian blanket rating welcometenbackkorea afccup moneyheistkorea cutiepiegotokorea vnl le sserafim rb tweet kapolsek italy andre taulany yuk rizky febian maria pedulilindungi smpn raffi ahmad,"['karpet', 'bohemian', 'blanket', 'rating', 'welcometenbackkorea', 'afccup', 'moneyheistkorea', 'cutiepiegotokorea', 'vnl', 'le', 'sserafim', 'rb', 'tweet', 'kapolsek', 'italy', 'andre', 'taulany', 'yuk', 'rizky', 'febian', 'maria', 'pedulilindungi', 'smpn', 'raffi', 'ahmad']"
6/24/2022 15:21,"✨ Rekomendasi Piyama cewe Gemoy✨

a thread

Andre Taulany Rizky Febian Yuki #Herogasm Pedulilindungi Holywings #ANNAEp1 SMPN1 RAFFI AHMAD https://t.co/2c8YguUCq0",0, rekomendasi piyama cewe gemoy  a thread  andre taulany rizky febian yuki herogasm pedulilindungi holywings annaep  smpn  raffi ahmad ,rekomendasi piyama cewe gemoy a thread andre taulany rizky febian yuki herogasm pedulilindungi holywings annaep smpn raffi ahmad,rekomendasi piyama cewe gemoy a thread andre taulany rizky febian yuki herogasm pedulilindungi holywings annaep smpn raffi ahmad,rekomendasi piyama cewe gemoy a thread andre taulany rizky febian yuk herogasm pedulilindungi holywings annaep smpn raffi ahmad,"['rekomendasi', 'piyama', 'cewe', 'gemoy', 'a', 'thread', 'andre', 'taulany', 'rizky', 'febian', 'yuk', 'herogasm', 'pedulilindungi', 'holywings', 'annaep', 'smpn', 'raffi', 'ahmad']"
6/24/2022 15:20,"hai kak, cari sosmed needs? di @capbrut yuk! prosesnya cepet, no login🤩🫰🏻

t. jual ada jasa mau folls follower followers indo aktif pasif likes like views viewers view share subs tiktok tt instagram ig youtube yt spotify shopee andre raffi yuki rizky pedulilindungi #zonauang https://t.co/jOHL2DyWcy",0,hai kak  cari sosmed needs  di  yuk  prosesnya cepet  no login  t  jual ada jasa mau folls follower followers indo aktif pasif likes like views viewers view share subs tiktok tt instagram ig youtube yt spotify shopee andre raffi yuki rizky pedulilindungi zonauang ,hai kak cari sosmed needs di yuk prosesnya cepat no login t jual ada jasa mau folls follower followers indo aktif pasif likes like views viewers view share subs tiktok tt instagram ig youtube yt spotify shopee andre raffi yuki rizky pedulilindungi zonauang,hai kak cari sosmed needs yuk prosesnya cepat no login t jual jasa folls follower followers indo aktif pasif likes like views viewers view share subs tiktok tt instagram ig youtube yt spotify shopee andre raffi yuki rizky pedulilindungi zonauang,hai kak cari sosmed needs yuk proses cepat no login t jual jasa folls follower followers indo aktif pasif likes like views viewers view share subs tiktok tt instagram ig youtube yt spotify shopee andre raffi yuk rizky pedulilindungi zonauang,"['hai', 'kak', 'cari', 'sosmed', 'needs', 'yuk', 'proses', 'cepat', 'no', 'login', 't', 'jual', 'jasa', 'folls', 'follower', 'followers', 'indo', 'aktif', 'pasif', 'likes', 'like', 'views', 'viewers', 'view', 'share', 'subs', 'tiktok', 'tt', 'instagram', 'ig', 'youtube', 'yt', 'spotify', 'shopee', 'andre', 'raffi', 'yuk', 'rizky', 'pedulilindungi', 'zonauang']"
6/24/2022 15:20,"Soal Isu Mafia Hukum di Kasus Mardani Maming, Begini Bantahan KPK https://t.co/43tMP8Z2Bc
Covid-19
Jumat 24 Juni 2022
Ada 6.076.894
Meninggal 156.711
Kapolsek
Raffi Ahmad
Iwan Fals
My Telkomsel
PeduliLindungi
Jakarta-Bali
Yuki
Italy
Israel
#PDIP_KorupsiLagi
#PDIP_KorupsiLagi",-1,soal isu mafia hukum di kasus mardani maming  begini bantahan kpk  covid    jumat    juni      ada           meninggal         kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel pdip korupsilagi pdip korupsilagi,soal isu mafia hukum di kasus mardani maming begini bantahan kpk covid jumat juni ada meninggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel pdip korupsilagi pdip korupsilagi,isu mafia hukum mardani maming bantahan kpk covid jumat juni meninggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi jakarta bali yuki italy israel pdip korupsilagi pdip korupsilagi,isu mafia hukum mardani maming bantah kpk covid jumat juni tinggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi jakarta bal yuk italy israel pdip korupsilagi pdip korupsilagi,"['isu', 'mafia', 'hukum', 'mardani', 'maming', 'bantah', 'kpk', 'covid', 'jumat', 'juni', 'tinggal', 'kapolsek', 'raffi', 'ahmad', 'iwan', 'fals', 'my', 'telkomsel', 'pedulilindungi', 'jakarta', 'bal', 'yuk', 'italy', 'israel', 'pdip', 'korupsilagi', 'pdip', 'korupsilagi']"
6/24/2022 15:18,"Pemerintah Ingatkan Subvarian BA.4 dan BA, Nicho Silalahi: Ujungnya Bisnis Vaksin, PCR dan Antigen https://t.co/ljRShI9Wun
Covid-19
Jumat 24 Juni 2022
Ada 6.076.894
Meninggal 156.711
Kapolsek
Raffi Ahmad
Iwan Fals
My Telkomsel
PeduliLindungi
Yuki
Italy
Israel
#COVID19
#COVID19",-1,pemerintah ingatkan subvarian ba   dan ba  nicho silalahi  ujungnya bisnis vaksin  pcr dan antigen  covid    jumat    juni      ada           meninggal         kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi yuki italy israel covid   covid  ,pemerintah ingatkan subvarian ba dan ba nicho silalahi ujungnya bisnis vaksin pcr dan antigen covid jumat juni ada meninggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi yuki italy israel covid covid,pemerintah ingatkan subvarian ba ba nicho silalahi ujungnya bisnis vaksin pcr antigen covid jumat juni meninggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi yuki italy israel covid covid,perintah ingat subvarian ba ba nicho silalahi ujung bisnis vaksin pcr antigen covid jumat juni tinggal kapolsek raffi ahmad iwan fals my telkomsel pedulilindungi yuk italy israel covid covid,"['perintah', 'ingat', 'subvarian', 'ba', 'ba', 'nicho', 'silalahi', 'ujung', 'bisnis', 'vaksin', 'pcr', 'antigen', 'covid', 'jumat', 'juni', 'tinggal', 'kapolsek', 'raffi', 'ahmad', 'iwan', 'fals', 'my', 'telkomsel', 'pedulilindungi', 'yuk', 'italy', 'israel', 'covid', 'covid']"
6/24/2022 15:18,@PartaiSocmed Udah ga pake duit ya skrg? Bayar pakai NIK dan pedulilindungi ??,-1, udah ga pake duit ya skrg  bayar pakai nik dan pedulilindungi   ,sudah tidak pakai duit ya sekarang bayar pakai nomor induk kependudukan dan pedulilindungi,pakai duit ya bayar pakai nomor induk kependudukan pedulilindungi,pakai duit ya bayar pakai nomor induk duduk pedulilindungi,"['pakai', 'duit', 'ya', 'bayar', 'pakai', 'nomor', 'induk', 'duduk', 'pedulilindungi']"
